,timestamp,strike_price,put_symbol,put_delta,put_gamma,put_theta,put_vega,put_implied_vol,put_open,put_high,put_low,put_close,put_vw,put_volume,call_symbol,call_delta,call_gamma,call_theta,call_vega,call_implied_vol,call_open,call_high,call_low,call_close,call_vw,call_volume,underlying_price,distance_from_price
0,2023-10-16,436.0,O:SPY231017P00436000,-0.48294435307770495,0.12302220464692003,1.52637721806704,10.948106010207328,0.11795147257188676,3.16,3.24,1.07,1.23,1.6076,105784,O:SPY231017C00436000,0.5149394779224389,0.10420327754493466,26.708602824558014,10.950437519267702,0.13928295469869098,0.96,2.45,0.9,1.59,1.7126,135156,436.04,0.040000000000020464
1,2023-10-16,437.0,O:SPY231017P00437000,-0.6094527588300436,0.12382499830600706,1.77835321592163,10.543068608560985,0.11285130376026595,3.87,3.94,1.48,1.72,2.0316,49268,O:SPY231017C00437000,0.407028995055839,0.10647416627664709,22.206191868096063,10.659193339723808,0.13268687638592647,0.6,1.85,0.6,1.06,1.2718,106105,436.04,0.9599999999999795
2,2023-10-16,435.0,O:SPY231017P00435000,-0.36656361003110927,0.11252515995810328,1.2275207200538105,10.339289077030859,0.12178363082014858,2.56,2.65,0.76,0.84,1.3341,115633,O:SPY231017C00435000,0.6127276451247708,0.09569556122841233,30.143345166762323,10.517686860645341,0.1456720800695765,1.4,3.16,1.28,2.22,1.9882,66401,436.04,1.0400000000000205
3,2023-10-16,438.0,O:SPY231017P00438000,-0.7381330905025208,0.11164052070631515,1.9305444125938696,8.942487142594334,0.1061657298733413,4.6,4.72,1.99,2.32,2.6469,14589,O:SPY231017C00438000,0.3001401332068515,0.0982509379291643,17.589841250896292,9.552416948129125,0.12886187444139616,0.4,1.33,0.37,0.67,0.867,60311,436.04,1.9599999999999795
4,2023-10-16,434.0,O:SPY231017P00434000,-0.270696928466168,0.0942400484669623,0.99462213463097,9.09386171470439,0.12789710786189096,2.06,2.11,0.53,0.58,1.0585,129342,O:SPY231017C00434000,0.6964761173196803,0.08355462068970405,32.587499260709606,9.60066828823133,0.15229262466510224,1.89,3.88,1.77,2.94,2.5264,24385,436.04,2.0400000000000205
5,2023-10-16,439.0,O:SPY231017P00439000,-0.8653073054725217,0.08383879462874934,1.8241224800705815,5.95448028848561,0.09413404370776486,5.09,5.4,2.63,3.04,3.3362,2709,O:SPY231017C00439000,0.20696620227939883,0.08192449519363389,13.192044948317958,7.848654299022764,0.12697824066380084,0.25,0.91,0.22,0.4,0.5302,32317,436.04,2.9599999999999795
6,2023-10-16,433.0,O:SPY231017P00433000,-0.19380637550947705,0.07527887255691854,0.7652686427446591,7.544901250234891,0.13283983660303048,1.59,1.68,0.36,0.39,0.8836,64437,O:SPY231017C00433000,0.769880229803701,0.07102133611127746,33.410565085352616,8.343016826209231,0.15569768667823994,2.45,4.68,2.3,3.7,3.1009,6229,436.04,3.0400000000000205
7,2023-10-16,440.0,O:SPY231017P00440000,-0.9681090873844784,0.03445488954054516,1.4020724420036856,1.96595003971879,0.07562571503475017,6.1,6.16,3.35,3.85,4.1929,1876,O:SPY231017C00440000,0.1319368905234959,0.062149940118217624,9.11232570345997,5.87039194410245,0.1251913327245694,0.14,0.6,0.12,0.21,0.3249,47827,436.04,3.9599999999999795
8,2023-10-16,432.0,O:SPY231017P00432000,-0.13293381002934906,0.05743890666887718,0.549909563878964,5.900923081325618,0.13616380150732424,1.25,1.33,0.24,0.25,0.6187,58580,O:SPY231017C00432000,0.8182698473688108,0.05753731196125094,35.33234485342325,7.250932644639347,0.1670291154375592,3.09,5.55,2.97,4.57,4.0152,3766,436.04,4.0400000000000205
9,2023-10-16,441.0,O:SPY231017P00441000,-0.9999999998945478,8.993399307869782e-10,0.41166696006264303,1.883805838378735e-08,0.02776260031653374,6.42,7.05,4.24,4.72,5.1329,552,O:SPY231017C00441000,0.0802848592781048,0.04328813575911645,6.073510588224103,4.09454119444902,0.12536729077213457,0.09,0.4,0.06,0.11,0.1954,25700,436.04,4.9599999999999795
10,2023-10-17,436.0,O:SPY231018P00436000,-0.488049481449032,0.09394107572705485,2.6232745845374357,10.95270257620837,0.15454447553270728,3.83,4.15,0.91,1.64,1.8447,66925,O:SPY231018C00436000,0.514740102784445,0.12459150373498719,22.04097391900043,10.950139000488766,0.11649812195842923,0.78,3.07,0.72,1.33,1.5027,92925,436.02,0.01999999999998181
11,2023-10-17,437.0,O:SPY231018P00437000,-0.5808487771013698,0.09149176420972963,3.1707054474263057,10.731825870380597,0.15548171951640272,4.63,4.91,1.22,2.19,2.0364,42134,O:SPY231018C00437000,0.39179452395665837,0.11981849859806096,18.720281665914435,10.552049637591008,0.11673488822903154,0.54,2.39,0.48,0.88,1.174,124106,436.02,0.9800000000000182
12,2023-10-17,435.0,O:SPY231018P00435000,-0.3954300989534599,0.09051309933428583,2.1291027916968934,10.579002818520081,0.1549248257231285,3.12,3.45,0.67,1.2,1.5231,105388,O:SPY231018C00435000,0.6386877476235633,0.11880958611766344,24.20491156272133,10.288626686472028,0.11478724860170895,1.1,3.81,1.02,1.88,1.8047,112406,436.02,1.0199999999999818
13,2023-10-17,438.0,O:SPY231018P00438000,-0.6668360276249263,0.0839360571462991,3.756601364423309,9.984873290726389,0.15768185231362433,5.42,5.65,1.62,2.84,2.5227,19896,O:SPY231018C00438000,0.2800907922223129,0.10448991514060632,14.93592976384116,9.24737823898566,0.1173091707449661,0.33,1.79,0.32,0.55,0.9425,77010,436.02,1.9800000000000182
14,2023-10-17,434.0,O:SPY231018P00434000,-0.3110244866490638,0.08166231507066919,1.7257855110653315,9.703978175708933,0.15751279684809066,2.51,2.85,0.49,0.87,1.2773,127822,O:SPY231018C00434000,0.7489169800547394,0.10069553149017166,25.672381431504995,8.748280246492516,0.11515961600536616,1.54,4.62,1.4,2.57,2.2263,45269,436.02,2.019999999999982
15,2023-10-17,439.0,O:SPY231018P00439000,-0.7357775126005569,0.0720933517623851,4.556683605866684,8.983095950172766,0.1651651974634017,6.29,6.44,2.11,3.61,3.0605,6478,O:SPY231018C00439000,0.18717083200812396,0.08318438399622216,11.071661980456852,7.384876956268863,0.11767634705203182,0.21,1.29,0.2,0.32,0.6336,48579,436.02,2.980000000000018
16,2023-10-17,433.0,O:SPY231018P00433000,-0.23529197817563885,0.07069093409636676,1.3167810020935655,8.446336641833938,0.15837709989211587,2.08,2.33,0.35,0.6,1.1506,81438,O:SPY231018C00433000,0.8513951202749672,0.07723539621605838,25.39207642837662,6.364266758366159,0.10922441205858949,1.99,5.57,1.85,3.31,2.658,27105,436.02,3.019999999999982
17,2023-10-17,440.0,O:SPY231018P00440000,-0.8016713315906429,0.0612970188866495,5.003583044535663,7.650851331837606,0.16544670758250113,7.2,7.54,2.75,4.39,4.6215,4713,O:SPY231018C00440000,0.12090623029593733,0.06093412393322069,8.030883010472657,5.523638080273742,0.12015790927676455,0.1,0.88,0.1,0.17,0.3607,54626,436.02,3.980000000000018
18,2023-10-17,432.0,O:SPY231018P00432000,-0.1706785897110898,0.05820974383056996,0.9568877870320343,6.9682994606125686,0.15867877448756929,1.63,1.85,0.25,0.4,0.8519,76567,O:SPY231018C00432000,0.9725709677740543,0.029357664661844047,22.967741840548616,1.7347053044293845,0.07832347012789444,2.54,6.25,2.4,4.08,3.2007,7032,436.02,4.019999999999982
19,2023-10-17,441.0,O:SPY231018P00441000,-0.8355429341195229,0.04999547143682947,6.19311588692581,6.803593067836334,0.18038290701359513,7.95,8.38,3.45,5.3,5.1282,984,O:SPY231018C00441000,0.07096626223518716,0.04106530861938901,5.1639256641194455,3.7269659616850097,0.12030067245322207,0.06,0.57,0.06,0.08,0.2342,25096,436.02,4.980000000000018
20,2023-10-18,430.0,O:SPY231019P00430000,-0.46640617255637784,0.10767598808096768,1.9283420923576315,10.773253657216507,0.13622836939578173,0.86,2.35,0.61,1.33,1.2918,84669,O:SPY231019C00430000,0.5234247177527156,0.07033212140574219,45.73889713797173,10.792965226533457,0.2089424098145254,5.12,5.93,1.68,2.41,2.402,28008,430.21,0.20999999999997954
21,2023-10-18,431.0,O:SPY231019P00431000,-0.5804367429163692,0.11490369204023336,2.0534798504932006,10.591096255476224,0.12550079304162645,1.01,2.9,0.8,1.74,1.6184,84767,O:SPY231019C00431000,0.45129979518730656,0.07241479543083858,41.08920810793626,10.730951037834892,0.2017671426492542,4.43,5.11,1.24,1.85,2.0465,45039,430.21,0.7900000000000205
22,2023-10-18,429.0,O:SPY231019P00429000,-0.36786439592309683,0.09674763162936895,1.6841878720023642,10.213008340159844,0.1437318060752797,0.64,1.87,0.47,0.99,1.0309,63739,O:SPY231019C00429000,0.5870474305856499,0.06390977154373885,52.462088552697296,10.553208992214703,0.22483132106478543,6.09,6.62,2.2,3.13,2.9901,9435,430.21,1.2099999999999795
23,2023-10-18,432.0,O:SPY231019P00432000,-0.7035595873952467,0.10944705796068424,2.171776832915416,9.371625030770847,0.11658705990877079,1.35,3.56,1.03,2.28,1.9696,84105,O:SPY231019C00432000,0.3750527913201553,0.07236559569859362,35.22341519615832,10.276905697895968,0.19336139405311895,3.63,4.35,0.89,1.35,2.0375,65808,430.21,1.7900000000000205
24,2023-10-18,428.0,O:SPY231019P00428000,-0.28518636362271355,0.08305476935032366,1.4330237581807461,9.203563593723647,0.15087975825884622,0.49,1.45,0.34,0.73,0.8089,32583,O:SPY231019C00428000,0.644819941467358,0.058907006832987246,55.81193302758966,10.091178472628721,0.23324614234911067,6.7,7.52,2.77,3.83,4.0475,3198,430.21,2.2099999999999795
